MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
13585,Natsuyuki Rendezvous,7.29,"Supernatural, Drama, Romance, Josei",TV,11,"Fuji TV, Toho, Sony Music Entertainment",Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2363.0
13587,Persona 4 the Animation: No One is Alone,7.5,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",Special,1,Aniplex,Sentai Filmworks,AIC ASTA,Game,30 min.,PG-13 - Teens 13 or older,1581.0
13599,Robotics;Notes,7.35,"Sci-Fi, Mystery, Drama, Mecha, School",TV,22,"Aniplex, Fuji TV, Nitroplus, Sony Music Entertainment, Fujipacific Music, MAGES.",Funimation,Production I.G,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,2098.0
13601,Psycho-Pass,8.38,"Action, Sci-Fi, Police, Psychological",TV,22,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Production I.G,Original,23 min. per ep.,R - 17+ (violence & profanity),168.0
13655,Little Busters!,7.52,"Slice of Life, Comedy, Supernatural, Drama, School",TV,26,"Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,1533.0
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7.05,"Comedy, Romance, Slice of Life",TV,13,Aniplex,Aniplex of America,A-1 Pictures,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3434.0
13663,To LOVE-Ru Darkness,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,"Geneon Universal Entertainment, Magic Capsule, Shueisha",Sentai Filmworks,Xebec,Manga,23 min. per ep.,R+ - Mild Nudity,1561.0
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,7.67,"Action, Adventure, Super Power, Martial Arts, Shounen",Movie,1,"TV Tokyo, Aniplex, Dentsu, Toho, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 49 min.,PG-13 - Teens 13 or older,1094.0
13727,Rinne no Lagrange: Kamogawa Days,6.81,"Slice of Life, Comedy, School, Sci-Fi",OVA,1,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",VIZ Media,Xebec,Original,43 min.,PG-13 - Teens 13 or older,4390.0
13759,Sakura-sou no Pet na Kanojo,8.19,"Slice of Life, Comedy, Drama, Romance, School",TV,24,"Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications",Sentai Filmworks,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,322.0
13855,Queen's Blade: Rebellion Specials,6.12,Ecchi,Special,6,"Genco, Media Factory, Hobby Japan","Sentai Filmworks, NYAV Post",Arms,Other,4 min. per ep.,R+ - Mild Nudity,7718.0
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6.22,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,AMG MUSIC,Sentai Filmworks,AIC Classic,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7237.0
14075,Zetsuen no Tempest,7.99,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",TV,24,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Yahoo! Japan",Aniplex of America,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,549.0
14093,Pokemon Best Wishes! Season 2,6.41,"Action, Adventure, Comedy, Fantasy, Kids",TV,24,"TV Tokyo, MediaNet, Half H.P Studio, Studio Jack",The Pokemon Company International,OLM,Game,22 min. per ep.,PG - Children,6374.0
14131,Girls & Panzer,7.55,"Action, Sports, Military, School",TV,12,"Lantis, Movic, Showgate, Cyclone Graphics",Sentai Filmworks,Actas,Original,24 min. per ep.,PG-13 - Teens 13 or older,1427.0
14175,Hanasaku Iroha: Home Sweet Home,7.89,"Comedy, Drama, Slice of Life",Movie,1,"Sotsu, Lantis, Infinite","NIS America, Inc.",P.A. Works,Original,1 hr. 6 min.,PG-13 - Teens 13 or older,686.0
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.53,"Comedy, Ecchi, Harem, Romance, School",TV,12,"Lantis, Media Factory, AT-X, DAX Production, Cospa, Sony Music Communications",Funimation,SILVER LINK.,Light novel,24 min. per ep.,R+ - Mild Nudity,5713.0
14227,Tonari no Kaibutsu-kun,7.55,"Slice of Life, Comedy, Romance, School, Shoujo",TV,13,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","NIS America, Inc.",Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1417.0
14283,Vividred Operation,6.46,"Action, Sci-Fi, Ecchi",TV,12,"Aniplex, Mainichi Broadcasting System",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,R+ - Mild Nudity,6126.0
14289,Sukitte Ii na yo.,7.49,"Drama, Romance, School, Shoujo",TV,13,"Starchild Records, Kodansha, Magic Capsule, Yomiuri Advertising, GANSIS",Sentai Filmworks,Zexcs,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1613.0
14293,Nerawareta Gakuen,7.0,"Romance, School, Sci-Fi",Movie,1,"Aniplex, Shochiku, Sony Music Entertainment, Bandai Namco Entertainment","Funimation, NYAV Post",Sunrise,Novel,1 hr. 46 min.,PG-13 - Teens 13 or older,3638.0
14345,Btooom!,7.39,"Action, Sci-Fi, Psychological, Seinen",TV,12,"Sotsu, KlockWorx, flying DOG, Showgate",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1942.0
14397,Chihayafuru 2,8.43,"Drama, Game, Josei, School, Slice of Life, Sports",TV,25,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,Manga,22 min. per ep.,PG-13 - Teens 13 or older,135.0
14407,Persona 3 the Movie 1: Spring of Birth,7.59,"Action, Supernatural, Fantasy",Movie,1,"Aniplex, Yomiko Advertising, Atlus",Aniplex of America,AIC ASTA,Game,1 hr. 38 min.,R - 17+ (violence & profanity),1297.0
14467,K,7.51,"Action, Mystery, Super Power, Supernatural",TV,13,"Starchild Records, Mainichi Broadcasting System, KlockWorx",VIZ Media,GoHands,Original,24 min. per ep.,PG-13 - Teens 13 or older,1560.0
14513,Magi: The Labyrinth of Magic,8.07,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,456.0
14515,Sasami-san@Ganbaranai,6.68,"Comedy, Romance, Supernatural",TV,12,"Aniplex, TBS",Sentai Filmworks,Shaft,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5014.0
14527,Medaka Box Abnormal,7.46,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,"TV Tokyo, Lantis, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1704.0
14645,Hiiro no Kakera Dai Ni Shou,7.23,"Fantasy, Romance, Shoujo, Supernatural",TV,13,Bandai Visual,Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,2651.0
14653,Hayate no Gotoku! Can't Take My Eyes Off You,7.05,"Comedy, Harem, Parody, Shounen",TV,12,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions",Sentai Filmworks,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3468.0
14669,Aura: Maryuuin Kouga Saigo no Tatakai,7.49,"Supernatural, Drama, Romance, School",Movie,1,"Sotsu, Lantis, Pony Canyon, Movic, Delfi Sound, Marvelous AQL",Sentai Filmworks,AIC ASTA,Light novel,1 hr. 23 min.,R+ - Mild Nudity,1606.0
14713,Kamisama Hajimemashita,8.04,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",TV,13,"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,492.0
14719,JoJo no Kimyou na Bouken (TV),8.06,"Action, Adventure, Supernatural, Vampire, Shounen",TV,26,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha","VIZ Media, Warner Bros. Pictures",David Production,Manga,24 min. per ep.,R - 17+ (violence & profanity),463.0
14741,Chuunibyou demo Koi ga Shitai!,7.77,"Slice of Life, Comedy, Drama, Romance, School",TV,12,"Lantis, Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,878.0
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.06,"Comedy, Harem, Romance, School",TV,13,"Aniplex, Magic Capsule, SoftBank Creative",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3407.0
14751,Bishoujo Senshi Sailor Moon Crystal,7.01,"Demons, Magic, Romance, Shoujo",ONA,26,"Starchild Records, Kodansha",VIZ Media,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3606.0
14807,Kara no Kyoukai: Mirai Fukuin,8.03,"Drama, Mystery, Seinen, Supernatural",Movie,1,Notes,Aniplex of America,ufotable,Light novel,1 hr. 30 min.,R - 17+ (violence & profanity),509.0
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,"Slice of Life, Comedy, Drama, Romance, School",TV,13,"Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa",Sentai Filmworks,Brain's Base,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,458.0
14817,Mouretsu Pirates: Abyss of Hyperspace,7.14,"Sci-Fi, Space",Movie,1,Starchild Records,Sentai Filmworks,Satelight,Light novel,1 hr. 33 min.,PG-13 - Teens 13 or older,3058.0
14829,Fate/kaleid liner Prisma☆Illya,7.11,"Action, Comedy, Magic, Fantasy",TV,10,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Notes, Dwango, Tokyo MX, Docomo Anime Store, Kadokawa Media House",Sentai Filmworks,SILVER LINK.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3165.0
14833,Maoyuu Maou Yuusha,7.31,"Adventure, Demons, Romance, Fantasy",TV,12,"Genco, Animax",Sentai Filmworks,Arms,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2309.0
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,6.3,"Action, Adventure, Drama, Mecha, Sci-Fi",OVA,1,Bandai Visual,Funimation,Bones,Manga,31 min.,PG-13 - Teens 13 or older,6874.0
14921,RDG: Red Data Girl,6.58,"Fantasy, Magic",TV,12,Lantis,Funimation,P.A. Works,Novel,24 min. per ep.,PG-13 - Teens 13 or older,5504.0
14941,AKB0048: Next Stage,7.66,"Music, Sci-Fi",TV,13,Starchild Records,Sentai Filmworks,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,1125.0
14967,Boku wa Tomodachi ga Sukunai Next,7.4,"Harem, Slice of Life, Comedy, Romance, School",TV,12,"Media Factory, TBS, Magic Capsule, Bandai Namco Games, Good Smile Company",Funimation,AIC Build,Light novel,24 min. per ep.,R+ - Mild Nudity,1892.0
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6.58,"Mystery, Horror, Supernatural",OVA,4,MAGES.,Maiden Japan,Asread,Visual novel,29 min. per ep.,R - 17+ (violence & profanity),5473.0
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.95,"Slice of Life, Supernatural, Drama",Movie,1,Aniplex,Aniplex of America,A-1 Pictures,Original,1 hr. 39 min.,PG-13 - Teens 13 or older,602.0
15051,Love Live! School Idol Project,7.44,"Music, Slice of Life, School",TV,13,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad","NIS America, Inc.",Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,1771.0
15085,Amnesia,6.07,"Harem, Mystery, Romance, Fantasy, Josei",TV,12,"Geneon Universal Entertainment, Frontier Works, Movic, AT-X, DAX Production, Showgate",Sentai Filmworks,Brain's Base,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,7909.0
15109,Cuticle Tantei Inaba,7.3,"Action, Mystery, Comedy, Supernatural, Shounen",TV,12,"Frontier Works, Media Factory, AT-X, Showgate, BIGLOBE",Sentai Filmworks,Zexcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2345.0
15117,Kami nomi zo Shiru Sekai: Tenri-hen,7.72,"Comedy, Harem, Romance, Supernatural, Shounen",OVA,2,"Geneon Universal Entertainment, Shogakukan",Sentai Filmworks,Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,978.0
15119,Senran Kagura,6.33,"Action, Comedy, Ecchi, School",TV,12,"Genco, Lantis, Media Factory, AT-X, Marvelous AQL, Showgate",Funimation,Artland,Game,24 min. per ep.,PG-13 - Teens 13 or older,6725.0
15133,Aoi Sekai no Chuushin de,5.78,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen",Special,3,"DAX Production, Eswood",Media Blasters,Fifth Avenue,Manga,23 min. per ep.,R+ - Mild Nudity,8909.0
15195,Hetalia: The Beautiful World,7.54,"Comedy, Historical, Parody",ONA,20,Frontier Works,Funimation,Studio Deen,Web manga,5 min. per ep.,PG-13 - Teens 13 or older,1448.0
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.54,"Action, Mecha, Military",Movie,1,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Funimation,Sunrise,Original,59 min.,R - 17+ (violence & profanity),1442.0
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.33,"Action, Mecha, Military",Movie,1,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Funimation,Sunrise,Original,59 min.,R - 17+ (violence & profanity),2208.0
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.27,"Action, Mecha, Military",Movie,1,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Funimation,Sunrise,Original,59 min.,R - 17+ (violence & profanity),2489.0
15225,Hentai Ouji to Warawanai Neko.,7.24,"Harem, Comedy, Supernatural, Romance, School",TV,12,"Frontier Works, Media Factory, FuRyu",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2599.0
15227,Kono Sekai no Katasumi ni,8.24,"Historical, Drama, Seinen",Movie,1,"Genco, Animatsu Entertainment",Shout! Factory,MAPPA,Manga,2 hr. 36 min.,PG-13 - Teens 13 or older,268.0
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.56,"Action, Comedy, Fantasy, Supernatural",TV,10,"Kadokawa Shoten, Nippon Columbia, flying DOG",Sentai Filmworks,Diomedéa,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1395.0
15359,Kyousou Giga (2012),7.17,"Action, Fantasy, Supernatural",ONA,5,Bandai Channel,Discotek Media,Toei Animation,Original,10 min. per ep.,PG-13 - Teens 13 or older,2919.0
15377,Hyakka Ryouran: Samurai Bride,6.77,"Action, Ecchi, Comedy, Harem, Samurai, School",TV,12,"Genco, Lantis, Hobby Japan, Gigno Systems",Sentai Filmworks,Arms,Light novel,24 min. per ep.,R+ - Mild Nudity,4599.0
15379,Kotoura-san,7.23,"Comedy, Drama, Romance, School",TV,12,"AIC, CBC, KlockWorx, flying DOG","NIS America, Inc.",AIC Classic,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2655.0
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.79,"Romance, Shoujo",OVA,1,"Frontier Works, Movic, Warner Bros. Japan, Showgate",Sentai Filmworks,J.C.Staff,Visual novel,23 min.,PG-13 - Teens 13 or older,4473.0
15437,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",7.49,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",OVA,1,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,Light novel,26 min.,R+ - Mild Nudity,1620.0
15451,High School DxD New,7.54,"Action, Harem, Comedy, Demons, Romance, Ecchi, School",TV,12,"Genco, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1459.0
15583,Date A Live,7.22,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",Funimation,AIC PLUS+,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2670.0
15605,Brothers Conflict,6.13,"Harem, Romance, Shoujo",TV,12,"Kadokawa Shoten, Movic, DAX Production, Showgate, NBCUniversal Entertainment Japan",Funimation,Brain's Base,Novel,24 min. per ep.,PG-13 - Teens 13 or older,7678.0
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.76,"Harem, Comedy, Romance, Ecchi, School",OVA,1,"Lantis, TBS, DAX Production",Sentai Filmworks,Studio Gokumi,Light novel,24 min.,R+ - Mild Nudity,4625.0
15613,Hakkenden: Touhou Hakken Ibun,7.44,"Action, Demons, Supernatural, Fantasy, Shoujo",TV,13,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Sentai Filmworks,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1763.0
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.28,"Action, Game, Mystery, Shounen",TV,25,NHK,Sentai Filmworks,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,2439.0
15689,Nekomonogatari: Kuro,7.98,"Comedy, Supernatural, Romance, Ecchi",TV,4,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),566.0
15699,Haiyore! Nyaruko-san W,7.28,"Sci-Fi, Comedy, Parody",TV,12,"Avex Entertainment, Sotsu, DIVE II Entertainment","NIS America, Inc.",Xebec,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2442.0
15809,Hataraku Maou-sama!,7.83,"Comedy, Demons, Supernatural, Romance, Fantasy",TV,13,"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite",Funimation,White Fox,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,776.0
15847,Iron Man: Rise of Technovore,6.22,"Action, Mecha",OVA,1,Sony Pictures Entertainment,Marvel Entertainment,Madhouse,Other,1 hr. 28 min.,PG-13 - Teens 13 or older,7255.0
15863,Ginga Kikoutai Majestic Prince,7.36,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,"TV Tokyo, Sotsu, Kadokawa Shoten, KlockWorx, Bandai Namco Games, TOHO animation",Sentai Filmworks,"Doga Kobo, Orange",Manga,23 min. per ep.,PG-13 - Teens 13 or older,2062.0
15883,Fantasista Doll,6.16,"Sci-Fi, Magic, Fantasy",TV,12,"Amber Film Works, TOHO animation",Sentai Filmworks,"Hoods Entertainment, Production IMS",Original,23 min. per ep.,PG-13 - Teens 13 or older,7538.0
15911,Yuyushiki,7.38,"Slice of Life, Comedy, School, Seinen",TV,12,"Geneon Universal Entertainment, Magic Capsule, Showgate, Houbunsha, Exit Tunes",Sentai Filmworks,Kinema Citrus,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2006.0
16001,Kokoro Connect: Michi Random,8.01,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,"Starchild Records, Enterbrain",Sentai Filmworks,SILVER LINK.,Light novel,27 min. per ep.,PG-13 - Teens 13 or older,531.0
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.53,"Action, Super Power, Supernatural, Shounen",TV,12,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio",Sentai Filmworks,Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),1479.0
16009,Kamisama no Inai Nichiyoubi,7.35,"Adventure, Mystery, Fantasy",TV,12,"Starchild Records, AT-X, KlockWorx, Memory-Tech, Studio Mausu",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2110.0
16011,Tokyo Ravens,7.53,"Action, Comedy, Supernatural, Magic, Romance, School",TV,24,"Geneon Universal Entertainment, Movic, Bushiroad, Showgate, Tokyo MX, i0+, Fujimi Shobo",Funimation,8bit,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1475.0
16035,Karneval (TV),7.14,"Action, Fantasy, Josei, Mystery, Sci-Fi",TV,13,"Bandai Visual, Lantis, Ichijinsha",Funimation,Manglobe,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3050.0
16049,Toaru Kagaku no Railgun S,8.06,"Action, Sci-Fi, Super Power",TV,24,"Geneon Universal Entertainment, Movic, AT-X, Warner Bros. Japan, ASCII Media Works",Funimation,J.C.Staff,Manga,24 min. per ep.,R - 17+ (violence & profanity),470.0
16067,Nagi no Asu kara,8.09,"Drama, Fantasy, Romance",TV,26,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite","NIS America, Inc.",P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,429.0
16099,Sword Art Online: Sword Art Offline,6.18,Comedy,Special,9,"Aniplex, I was a Ballerina",Aniplex of America,A-1 Pictures,Light novel,11 min. per ep.,PG-13 - Teens 13 or older,7460.0
16157,Choujigen Game Neptune The Animation,6.99,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,"Frontier Works, Media Factory, Idea Factory, Magic Capsule",Funimation,David Production,Game,24 min. per ep.,PG-13 - Teens 13 or older,3668.0
16199,Girls & Panzer: Shoukai Shimasu!,6.63,"Military, School",Special,2,"Lantis, Movic",Sentai Filmworks,Actas,Original,23 min. per ep.,PG-13 - Teens 13 or older,5259.0
16201,Aku no Hana,7.15,"Psychological, Drama, Romance, School, Shounen",TV,13,"Starchild Records, Animax, Kodansha, KlockWorx, GANSIS",Sentai Filmworks,Zexcs,Manga,24 min. per ep.,R - 17+ (violence & profanity),2981.0
16353,Love Lab,7.36,"Comedy, Romance, School",TV,13,"Aniplex, Dentsu, Mainichi Broadcasting System",Sentai Filmworks,Doga Kobo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2067.0
16355,Dansai Bunri no Crime Edge,6.72,"Action, Romance, Fantasy, Seinen",TV,13,Media Factory,Sentai Filmworks,Studio Gokumi,Manga,24 min. per ep.,R - 17+ (violence & profanity),4808.0
16397,Photokano,6.22,"Ecchi, Romance, School",TV,13,"TBS, Enterbrain, BS-TBS, RAY",Sentai Filmworks,Madhouse,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,7274.0
16417,Tamako Market,7.38,"Slice of Life, Comedy",TV,12,"Animax, Pony Canyon, TBS, Animation Do",Sentai Filmworks,Kyoto Animation,Original,23 min. per ep.,PG-13 - Teens 13 or older,1997.0
16498,Shingeki no Kyojin,8.48,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,25,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24 min. per ep.,R - 17+ (violence & profanity),115.0
16512,Devil Survivor 2 The Animation,6.89,"Action, Demons, Supernatural",TV,13,"Mainichi Broadcasting System, Pony Canyon, Showgate, Index",Sentai Filmworks,Bridge,Game,24 min. per ep.,R - 17+ (violence & profanity),4076.0
16524,Suisei no Gargantia,7.5,"Action, Sci-Fi, Adventure, Mecha",TV,13,"Bandai Visual, Yomiuri Telecasting, Lantis, Nitroplus, Bushiroad, Good Smile Company",VIZ Media,Production I.G,Original,23 min. per ep.,PG-13 - Teens 13 or older,1583.0
16528,Hal,7.48,"Sci-Fi, Drama, Romance, Shoujo",Movie,1,"Production I.G, Shochiku, Pony Canyon",Funimation,Wit Studio,Original,1 hr.,PG-13 - Teens 13 or older,1630.0
